,prompt,completion
73,"USAMS T23 ADAPTER CHARGER QC3.0+PD3.0 18W Digital Display - Hitam jumlah review per bintang (1-5) : {5: 694, 4: 37, 3: 13, 1: 10, 2: 5} topik per bintang : {1: 'charger nyala produk fast_charging dipake tertera amper garansi udah slot', 2: 'barang cepat super segel admin kondisi ulasan solasi gapapa diganti', 3: 'fast_charging cepat port baseus bintang sesuai bisaa kadang charge beli', 4: 'barang fast_charging berfungsi iphone sayang barangnya sesuai puas awet cepat', 5: 'barangnya cepat original fast_charging barang bagus pesanan mulus build_bagus panas'} ->","USAMS TAdapter Charger QC3.0+PD3.18W Digital Display - Hitam adalah produk yang banyak dicari oleh para pengguna. Produk ini memiliki banyak kelebihan, seperti fast charging, port yang awet, dan build bagus. Selain itu, produk ini juga memiliki fitur digital display yang memudahkan pengguna untuk melihat tingkat pengisian daya. Pelanggan juga menyebutkan bahwa produk ini sesuai dengan yang dijanjikan oleh penjual. Namun, ada juga beberapa kekurangan yang ditemukan oleh pelanggan, seperti kabel yang tidak sesuai dengan amper yang tertera, dan ada juga yang mengeluhkan bahwa produk ini cepat panas. Meskipun demikian, produk ini masih banyak diminati karena fitur-fitur yang ditawarkan. END"
74,"Soklin Deterjen Cair Sakura Strawberry 720 ml x 3 pcs jumlah review per bintang (1-5) : {5: 458, 4: 11, 3: 8, 2: 5, 1: 4} topik per bintang : {2: 'kemasan kardus sampe botol kertas bocor pecah barang invoice sabun', 3: 'free_lunch aman ukuran packing tolong lunch pengiriman_cepat tumpah perhatikan sayang', 4: 'nggak karna free_lunch rusak barang komplain banget tertahan barangnya proses', 5: 'aman barang cepat pengiriman_cepat packing pengiriman seller terima_kasih bagus banget'} ->","Soklin Deterjen Cair Sakura Strawberry ml x pcs adalah produk yang banyak dicari oleh pelanggan di sebuah marketplace. Produk ini mendapatkan banyak review positif dari pelanggan, dengan jumlah review tertinggi adalah bintang lima. Dari review-review tersebut, dapat disimpulkan bahwa produk ini memiliki kelebihan seperti pengiriman yang cepat, packing yang aman, dan pelayanan yang baik dari seller. Selain itu, produk ini juga memiliki kekurangan seperti kadang-kadang barang yang dikirimkan rusak, kertas sabun yang bocor, dan kemasan botol yang pecah. Namun, jika Anda berhati-hati dalam memilih seller, Anda akan mendapatkan produk yang sesuai dengan yang Anda inginkan. END"
75,"Infinix Hot 12 Play 4/128GB (RAM 4GB + 3GB Extend) Garansi Resmi - 4/128 Promo jumlah review per bintang (1-5) : {5: 304, 4: 7, 3: 2} topik per bintang : {4: 'aman barang abis sllu wifi gercep cocok sesuai_pesanan warp kualitas', 5: 'barang cepat sesuai mantap seller aman bagus pengiriman_cepat sesuai_pesanan banget'} ->","Infinix Hot Play 4/128GB adalah pilihan yang tepat bagi Anda yang mencari ponsel dengan kapasitas RAM yang besar. Dengan RAM 4GB dan 3GB ekstensi, Anda dapat menikmati pengalaman bermain game dan multitasking tanpa hambatan. Selain itu, produk ini juga dilengkapi dengan garansi resmi, sehingga Anda dapat merasa aman dan nyaman saat membelinya.

Berdasarkan review yang diberikan oleh pelanggan, produk ini mendapatkan respon yang baik. Pelanggan menyebutkan bahwa barang yang diterima sesuai dengan pesanan, segel, dan dikemas dengan baik. Pengiriman juga cepat dan aman.

Namun, ada beberapa kekurangan yang perlu dipertimbangkan. Beberapa pelanggan menyebutkan bahwa buble yang digunakan untuk pengemasan produk tidak terlalu bagus.

Secara keseluruhan, Infinix Hot Play 4/128GB adalah pilihan yang tepat bagi Anda yang mencari ponsel dengan kapasitas RAM yang besar. Dengan garansi resmi dan pengiriman yang cepat dan aman, Anda dapat merasa aman dan nyaman saat membelinya. END"
76,"STABILO Set 20 - point 88 Starter Pack / Fineliner / Pen Pulpen Warna jumlah review per bintang (1-5) : {5: 30, 4: 3, 3: 3, 1: 1} topik per bintang : {3: 'produk stabilo seharga kemasan highlighter spidol toko brush pastel eceran', 4: 'barang dikasih pengirimannya kirain menuhin sesuai bubblewrap pake overall bubble', 5: 'barang bagus pengiriman sesuai cepat aman kasih warna terima diterima'} ->","Stabilo Set - Point Starter Pack / Fineliner / Pen Pulpen Warna adalah produk yang memiliki kualitas yang bagus. Pelanggan yang telah membeli produk ini menyatakan bahwa produk ini sesuai dengan harga yang dibayarkan. Produk ini juga dikirim dengan aman dan cepat. Pelanggan juga menyatakan bahwa produk ini memiliki warna yang khusus dan berbeda dari produk lainnya. Selain itu, produk ini juga dikemas dengan bubblewrap yang membuat pelanggan kaget.

Namun, ada beberapa kekurangan dari produk ini. Beberapa pelanggan menyatakan bahwa produk ini terlalu mahal untuk kualitas yang ditawarkan. Selain itu, beberapa pelanggan juga menyatakan bahwa produk ini tidak sesuai dengan yang diharapkan.

Secara keseluruhan, Stabilo Set - Point Starter Pack / Fineliner / Pen Pulpen Warna adalah produk yang memiliki kualitas yang bagus. Produk ini memiliki warna yang khusus dan berbeda dari produk lainnya. Selain itu, produk ini juga dikirim dengan aman dan cepat. Namun, ada beberapa kekurangan dari produk ini, seperti harga yang terlalu mahal dan tidak sesuai dengan yang diharapkan. END"
77,"Dove Body Wash Deeply Nourishing Refill 825ml jumlah review per bintang (1-5) : {5: 1266, 4: 52, 1: 30, 3: 28, 2: 7} topik per bintang : {1: 'barang dikirim official_store diterima produk sesuai seller proses pembeli perusahaan', 2: 'deskripsi gambar produk dapet pengiriman beli penjual kemasan dikirim sesuai', 3: 'barang pengiriman bagus produk packing aman unilever terima diterima bocor', 4: 'pengiriman barang packing harga aman pengirimannya sesuai_deskripsi cepat seller sesuai', 5: 'cepat barang pengiriman aman packing produk terima_kasih sesuai_pesanan sesuai mantap'} ->","Dove Body Wash Deeply Nourishing Refill 825ml adalah produk yang dapat memenuhi kebutuhan Anda akan perawatan kulit. Produk ini memiliki banyak kelebihan, seperti pengiriman yang cepat dan aman, packing yang bagus, dan harga yang terjangkau. Selain itu, produk ini juga sesuai dengan deskripsi yang diberikan oleh penjual, sehingga Anda dapat yakin bahwa produk yang Anda terima adalah produk yang sesuai dengan yang Anda pesan. Pelanggan juga menyatakan bahwa produk ini aman dan dapat memberikan hasil yang baik. Namun, ada beberapa kekurangan yang perlu dipertimbangkan, seperti kemasan yang tidak sepenuhnya aman dan proses pengiriman yang kadang-kadang tidak sesuai dengan yang diharapkan. Namun, secara keseluruhan, produk ini dapat memberikan hasil yang baik dan memenuhi kebutuhan Anda akan perawatan kulit. END"
78,"Tali Resistance pembantu Fitness 11 in1 gym power pilates speeds 24-10 jumlah review per bintang (1-5) : {5: 23, 4: 1, 2: 1, 1: 1} topik per bintang : {5: 'sesuai barang bagus awet cepat gambar semoga harga pesanan kualitas'} ->","Tali Resistance Pembantu Fitness inGym Power Pilates Speeds 24-adalah produk yang sangat populer di kalangan pelanggan. Produk ini mendapatkan banyak review positif dari pelanggan, dengan mayoritas memberikan bintang lima. Pelanggan menyebutkan bahwa produk ini sesuai dengan barang yang mereka pesan, berkualitas tinggi, dan cepat sampai di tujuan. Selain itu, gambar yang ditampilkan juga sesuai dengan produk yang diterima. Produk ini juga awet dan tahan lama. Namun, ada juga beberapa pelanggan yang menyebutkan bahwa harga produk ini cukup mahal. Meskipun demikian, produk ini masih layak dibeli karena kualitas dan keawetannya. END"
79,"Kartu Perdana Pascabayar XL PRIORITAS, Unlimited Data + 700Mnt 2 Bulan jumlah review per bintang (1-5) : {5: 17, 1: 2, 4: 2} topik per bintang : {5: 'terbaik kartu selesai keren kuat kendala mantap prioritas pelayanan bagus'} ->","Kartu Perdana Pascabayar XL PRIORITAS adalah pilihan yang tepat bagi Anda yang menginginkan layanan internet tanpa batas. Dengan paket ini, Anda akan mendapatkan unlimited data dan menit untuk bulan. Pelanggan yang telah menggunakan produk ini memberikan review yang sangat positif, dengan banyak yang memberikan bintang 5. Mereka menyebutkan bahwa produk ini memiliki sinyal yang kuat, tidak ada kendala, dan pelayanan yang bagus. Ini adalah pilihan yang tepat bagi Anda yang menginginkan layanan internet tanpa batas. Namun, ada juga beberapa kekurangan yang perlu dipertimbangkan, seperti biaya yang cukup tinggi dan kurangnya fitur tambahan. Namun, jika Anda menginginkan layanan internet tanpa batas, Kartu Perdana Pascabayar XL PRIORITAS adalah pilihan yang tepat. END"
80,"Sido Muncul Natural Virgin Coconut Oil Soft Capsule 30 Kapsul jumlah review per bintang (1-5) : {5: 215, 4: 8, 3: 4, 1: 1, 2: 1} topik per bintang : {1: 'fish beli mahal makan dikrm dikrmnya haram psnnya uang murah', 2: 'aman smoga kejadian produk week bermanfaat rapi trimakasih smpe beling', 3: 'fast orderan kecepatan jedda packing penjual tolong trliti delivery respons', 4: 'packing barang pecah sesuai_pesanan pengiriman_cepat proses kacanya khasiatnya yahh diharapkan', 5: 'barang aman packing pengiriman_cepat produk bagus mantap rapi sesuai_pesanan cepat'} ->","Sido Muncul Natural Virgin Coconut Oil Soft Capsule Kapsul adalah produk yang banyak dicari oleh para pelanggan. Produk ini memiliki banyak kelebihan, seperti pengiriman yang cepat, packing yang rapi, dan barang yang aman. Pelanggan juga menyebutkan bahwa produk ini sesuai dengan pesanan mereka. Selain itu, produk ini juga memiliki khasiat yang baik bagi kesehatan. Namun, ada juga beberapa kekurangan yang ditemukan oleh pelanggan, seperti harga yang mahal, kurir yang tidak terlalu cepat, dan proses pengantaran yang kadang terbuka. Meskipun demikian, produk ini masih banyak dicari oleh para pelanggan karena kualitasnya yang baik. END"
81,Nokia E3110 True Wireless Earbuds Bluetooth Earphone TWS HD - Purple jumlah review per bintang (1-5) : {2: 1} topik per bintang : {} ->,"Nokia ETrue Wireless Earbuds Bluetooth Earphone TWS HD - Purple adalah produk earphone yang dapat menghadirkan pengalaman mendengarkan musik yang nyaman dan berkualitas tinggi. Earphone ini dilengkapi dengan teknologi Bluetooth yang memungkinkan Anda untuk menghubungkan earphone dengan perangkat lain tanpa kabel. Earphone ini juga dilengkapi dengan fitur HD yang membuat suara yang dihasilkan lebih jernih dan tajam. Earphone ini juga memiliki desain yang ergonomis sehingga nyaman digunakan. Earphone ini juga memiliki baterai yang tahan lama sehingga Anda dapat menggunakannya selama berjam-jam tanpa harus mengisi ulang. Namun, earphone ini mungkin kurang cocok untuk pengguna yang membutuhkan koneksi yang lebih kuat. END"
82,Pembersih interior mobil interior cleaner jok dashboard plafon mobil jumlah review per bintang (1-5) : {5: 5} topik per bintang : {5: 'mantap recommended mengkilap deskripsi seller sesuai mantapp segar kinclong wanginya'} ->,"Pembersih interior mobil ini mendapatkan review yang sangat positif dari pelanggan. Mereka menyebutkan bahwa produk ini sangat efektif dalam membersihkan interior mobil, seperti jok, dashboard, dan plafon. Produk ini juga menghasilkan kilau yang sesuai dengan kendaraan, dan wanginya segar. Selain itu, deskripsi dari seller juga sangat membantu dalam menggunakan produk ini. 

Kelebihan dari produk ini adalah efektif dalam membersihkan interior mobil, menghasilkan kilau yang sesuai dengan kendaraan, dan wanginya segar. Deskripsi dari seller juga membantu dalam menggunakan produk ini. Namun, produk ini tidak dapat digunakan untuk membersihkan bagian luar mobil. 

Jadi, jika Anda mencari produk pembersih interior mobil yang efektif, sesuai dengan kendaraan, dan wanginya segar, maka produk ini adalah pilihan yang tepat. Deskripsi dari seller juga membantu dalam menggunakan produk ini. Namun, produk ini tidak dapat digunakan untuk membersihkan bagian luar mobil. END"
83,"Logitech M220 Mouse Wireless Silent Click - Off White jumlah review per bintang (1-5) : {5: 781, 4: 12, 1: 4} topik per bintang : {1: 'barang tokped diganti respon gada abal dana kaya dikembalikan kejelasan', 4: 'mouse bagus nggak silent berfungsi sensifitas_mousenya ngelag lumayan mengarahkan bintang', 5: 'mouse makasih berfungsi recommended sehari bagus_kerja barang bagus sensifitas_mousenya cepat'} ->","Logitech MMouse Wireless Silent Click - Off White adalah mouse yang dapat menjadi pilihan yang tepat untuk pekerjaan sehari-hari. Mouse ini memiliki sensifitas yang cepat dan responsif, sehingga membuat pekerjaan Anda menjadi lebih mudah. Selain itu, mouse ini juga memiliki fitur silent click yang membuat Anda tidak terganggu oleh suara klik mouse saat Anda menggunakannya. Mouse ini juga memiliki desain yang ergonomis dan nyaman untuk digunakan. Meskipun begitu, ada beberapa keluhan dari pelanggan yang menyatakan bahwa produk yang diterima tidak sesuai dengan yang diharapkan. Namun, mayoritas pelanggan yang telah menggunakan mouse ini menyatakan bahwa produk ini sangat bagus dan direkomendasikan untuk digunakan. END"
84,"Armaggeddon Hornet 3 TWS True Gaming Wireless Dual Driver Earbuds - HORNET 3 jumlah review per bintang (1-5) : {5: 86, 4: 8, 1: 5, 3: 5, 2: 2} topik per bintang : {1: 'trus baterai rusak hati penjual komen segel nomor kondisi sebelah', 2: 'respon bingung gabisa pemakaian sebelah engga connect seminggu kanan sensor', 3: 'gampang built suaranya test susah dimasukin manual putus mesti pakai', 4: 'suara receiver suaranya barang bagus emang infokan suka mode aman', 5: 'barangnya_original kuat mantap barang lancar suaranya_jernih desainnya_modern koneksi_bluetooth value_money bagus'} ->","Armaggeddon Hornet TWS True Gaming Wireless Dual Driver Earbuds adalah produk yang memiliki desain modern dan koneksi bluetooth yang kuat. Pelanggan menyebutkan bahwa suaranya jernih dan lancar, serta memiliki kualitas suara yang bagus. Receiver barang juga dikatakan infokan codec dan pelanggan juga menyebutkan bahwa pemakaiannya mudah dan baterainya tahan lama. Namun, ada juga yang menyebutkan bahwa sensor kanan kadang-kadang tidak berfungsi dengan baik. Selain itu, manual test mesti dilakukan untuk mengetahui kualitas suara yang sebenarnya. Namun, pelanggan juga menyebutkan bahwa produk ini memiliki value money yang baik dan juga memiliki garansi resmi. Jadi, Armaggeddon Hornet TWS True Gaming Wireless Dual Driver Earbuds adalah produk yang memiliki desain modern, koneksi bluetooth yang kuat, suara yang jernih dan lancar, serta value money yang baik. END"
85,"(EA039) Laser Pointer Wireless Presenter Red 805 / Wireless Laser 805 jumlah review per bintang (1-5) : {5: 29, 4: 5, 1: 1, 3: 1} topik per bintang : {4: 'aman produk terima sesuai kualitas thanks meriah komplain pengiriman biar', 5: 'barang berfungsi bagus sesuai produk kualitas cepat pengiriman aman mudah'} ->","EALaser Pointer Wireless Presenter Red / Wireless Laser adalah produk yang memiliki banyak kelebihan. Pelanggan yang telah menggunakan produk ini memberikan review yang positif, dengan mayoritas memberikan bintang 5. Mereka menyebutkan bahwa produk ini berfungsi dengan baik, sesuai dengan kualitas yang dijanjikan, dan pengiriman yang cepat. Selain itu, harga yang ditawarkan juga tergolong murah. Namun, ada juga beberapa pelanggan yang memberikan bintang dan 1. Mereka menyebutkan bahwa produk ini sesuai dengan kualitas yang dijanjikan, aman, dan direspon dengan baik. Meskipun demikian, ada juga beberapa pelanggan yang merasa kurang puas dengan produk ini.

Secara keseluruhan, EALaser Pointer Wireless Presenter Red / Wireless Laser adalah produk yang layak dicoba. Produk ini memiliki banyak kelebihan, seperti berfungsi dengan baik, sesuai dengan kualitas yang dijanjikan, pengiriman yang cepat, dan harga yang terjangkau. Namun, ada juga beberapa pelanggan yang merasa kurang puas dengan produk ini. Oleh karena itu, sebelum membeli produk ini, pastikan untuk membaca review-review yang diberikan oleh pelanggan lain. END"
86,"FOOD CHOPPER / BLENDER KAPSUL / CAPSULE / SERBAGUNA WARNA RANDOM jumlah review per bintang (1-5) : {5: 311, 4: 41, 1: 32, 3: 22, 2: 12} topik per bintang : {1: 'barang udah respon dikirim chat pecah beli kirim rusak banget', 2: 'rusak barang pake pecah udah sesuai harga idup disc dibuka', 3: 'sesuai warna barangnya harga daging wrap udah produk barang bagus', 4: 'barang bagus berfungsi dicoba kotor merk coba sesuai semoga_awet sesuai_deskripsi', 5: 'barang bagus berfungsi semoga_awet produk_berfungsi sesuai cepat terima_kasih dicoba seller'} ->","Food Chopper / Blender Kapsul / Capsule / Serbaguna Warna Random adalah produk yang banyak dicari oleh para pengguna. Produk ini memiliki berbagai kelebihan, seperti berfungsi dengan baik, memiliki warna yang menarik, dan dapat digunakan untuk berbagai keperluan. Selain itu, produk ini juga memiliki harga yang terjangkau. Namun, ada juga beberapa kekurangan yang perlu dipertimbangkan. Beberapa pelanggan mengeluhkan bahwa produk ini mudah pecah dan rusak, dan juga kotor setelah digunakan. Namun, mayoritas pelanggan menyatakan bahwa produk ini berfungsi dengan baik dan dapat digunakan untuk berbagai keperluan. Mereka juga menyatakan bahwa produk ini tahan lama dan dapat digunakan untuk berbagai jenis daging. Dengan demikian, Food Chopper / Blender Kapsul / Capsule / Serbaguna Warna Random adalah produk yang layak dicoba dan dapat memenuhi kebutuhan Anda. END"
